wavelength_nm,absorbance
200,0.057863
201,0.067627
202,0.094913
203,0.118886
204,0.133346
205,0.168533
206,0.212413
207,0.253338
208,0.303273
209,0.353801
210,0.421458
211,0.486096
212,0.552671
213,0.631127
214,0.704734
215,0.777016
216,0.861062
217,0.932319
218,1.014878
219,1.080358
220,1.143117
221,1.196402
222,1.251251
223,1.280954
224,1.304385
225,1.317635
226,1.322609
227,1.311154
228,1.289544
229,1.257593
230,1.224255
231,1.164186
232,1.109149
233,1.048979
234,0.994083
235,0.934237
236,0.867255
237,0.804801
238,0.749131
239,0.7045
240,0.658909
241,0.617819
242,0.57834
243,0.554614
244,0.532545
245,0.517462
246,0.510531
247,0.502997
248,0.50519
249,0.506824
250,0.515909
251,0.528709
252,0.53323
253,0.554442
254,0.571581
255,0.589955
256,0.611667
257,0.640317
258,0.650691
259,0.679993
260,0.688928
261,0.71547
262,0.737611
263,0.758682
264,0.777527
265,0.795166
266,0.806168
267,0.820566
268,0.840095
269,0.847558
270,0.853393
271,0.863221
272,0.871796
273,0.884175
274,0.88695
275,0.892141
276,0.888187
277,0.890261
278,0.890181
279,0.882204
280,0.880334
281,0.868484
282,0.861577
283,0.851871
284,0.837295
285,0.832745
286,0.815202
287,0.803108
288,0.790031
289,0.773874
290,0.758145
291,0.73739
292,0.718117
293,0.701466
294,0.675756
295,0.65819
296,0.640032
297,0.622808
298,0.61053
299,0.586305
300,0.570623
301,0.560491
302,0.535807
303,0.524006
304,0.50033
305,0.488069
306,0.469842
307,0.458411
308,0.450261
309,0.425996
310,0.423773
311,0.411704
312,0.397545
313,0.384059
314,0.381992
315,0.371123
316,0.367108
317,0.359407
318,0.360428
319,0.346685
320,0.338297
321,0.339409
322,0.335813
323,0.33764
324,0.33242
325,0.327803
326,0.330671
327,0.316936
328,0.317876
329,0.315281
330,0.31658
331,0.311171
332,0.319366
333,0.314725
334,0.308364
335,0.309679
336,0.314904
337,0.316459
338,0.320792
339,0.32394
340,0.311594
341,0.304038
342,0.297504
343,0.306741
344,0.300134
345,0.299987
346,0.296967
347,0.296747
348,0.299628
349,0.292776
350,0.288381
351,0.28125
352,0.274982
353,0.276734
354,0.274885
355,0.279096
356,0.267556
357,0.267046
358,0.255865
359,0.248112
360,0.24429
361,0.240425
362,0.248201
363,0.229753
364,0.231954
365,0.218765
366,0.221599
367,0.21366
368,0.2057
369,0.200667
370,0.192331
371,0.191705
372,0.182076
373,0.173052
374,0.167288
375,0.168326
376,0.169216
377,0.157449
378,0.150884
379,0.147469
380,0.14691
381,0.136964
382,0.12917
383,0.131146
384,0.123358
385,0.123716
386,0.113128
387,0.102416
388,0.097521
389,0.10699
390,0.103333
391,0.090919
392,0.086289
393,0.091014
394,0.076017
395,0.07367
396,0.077425
397,0.069724
398,0.068581
399,0.065105
400,0.064726
401,0.067036
402,0.058731
403,0.058966
404,0.044708
405,0.051697
406,0.046219
407,0.042737
408,0.042586
409,0.043455
410,0.047602
411,0.03613
412,0.04095
413,0.037436
414,0.037031
415,0.041991
416,0.038954
417,0.04168
418,0.034169
419,0.031006
420,0.032469
421,0.03397
422,0.033136
423,0.026982
424,0.031843
425,0.032088
426,0.042064
427,0.038902
428,0.026381
429,0.028732
430,0.023284
431,0.027092
432,0.031085
433,0.035037
434,0.026307
435,0.026649
436,0.019961
437,0.028948
438,0.024977
439,0.027475
440,0.026031
441,0.02969
442,0.022358
443,0.023835
444,0.040201
445,0.025022
446,0.026087
447,0.039505
448,0.044538
449,0.026427
450,0.030283
451,0.033724
452,0.040218
453,0.028253
454,0.031849
455,0.036712
456,0.035433
457,0.032047
458,0.0334
459,0.028077
460,0.033453
461,0.033584
462,0.036083
463,0.032791
464,0.03766
465,0.040339
466,0.036719
467,0.037835
468,0.036718
469,0.036699
470,0.033665
471,0.038542
472,0.036879
473,0.046927
474,0.04477
475,0.0396
476,0.034596
477,0.033181
478,0.043694
479,0.039656
480,0.040764
481,0.030873
482,0.043009
483,0.040983
484,0.034034
485,0.036994
486,0.040378
487,0.039494
488,0.038001
489,0.0389
490,0.038273
491,0.040126
492,0.046087
493,0.027933
494,0.038428
495,0.040292
496,0.040828
497,0.037814
498,0.031568
499,0.04093
500,0.047202
