wavelength_nm,absorbance
200,0.019709
201,0.025406
202,0.032235
203,0.039812
204,0.065096
205,0.067106
206,0.083472
207,0.092279
208,0.111313
209,0.128431
210,0.140808
211,0.170814
212,0.194427
213,0.219683
214,0.253576
215,0.29561
216,0.319359
217,0.356367
218,0.382239
219,0.413276
220,0.432904
221,0.465696
222,0.490184
223,0.504579
224,0.527771
225,0.542219
226,0.547862
227,0.552799
228,0.556996
229,0.564651
230,0.564588
231,0.555567
232,0.55401
233,0.549597
234,0.541684
235,0.537398
236,0.526946
237,0.506799
238,0.511056
239,0.492033
240,0.492068
241,0.480438
242,0.471973
243,0.459785
244,0.462974
245,0.452039
246,0.460557
247,0.459799
248,0.445344
249,0.447556
250,0.439449
251,0.436732
252,0.440239
253,0.43284
254,0.437875
255,0.423355
256,0.426722
257,0.41847
258,0.418005
259,0.4082
260,0.406522
261,0.402829
262,0.396267
263,0.400858
264,0.39856
265,0.396543
266,0.399931
267,0.398901
268,0.390058
269,0.394349
270,0.390827
271,0.395954
272,0.395586
273,0.409692
274,0.407583
275,0.409406
276,0.421551
277,0.411138
278,0.418438
279,0.439224
280,0.443382
281,0.452604
282,0.453801
283,0.469517
284,0.489264
285,0.493941
286,0.501639
287,0.510008
288,0.521968
289,0.525678
290,0.54975
291,0.565398
292,0.5667
293,0.58441
294,0.59543
295,0.609887
296,0.628388
297,0.63152
298,0.658019
299,0.671896
300,0.679936
301,0.681666
302,0.700977
303,0.723367
304,0.714831
305,0.736861
306,0.742251
307,0.760446
308,0.760868
309,0.772695
310,0.778984
311,0.78952
312,0.782798
313,0.787566
314,0.779234
315,0.791659
316,0.780343
317,0.778196
318,0.776434
319,0.763341
320,0.76523
321,0.760854
322,0.748517
323,0.729286
324,0.725346
325,0.717616
326,0.692168
327,0.682642
328,0.678087
329,0.66061
330,0.646366
331,0.638166
332,0.615992
333,0.601402
334,0.595872
335,0.566284
336,0.548266
337,0.539328
338,0.524873
339,0.50613
340,0.490151
341,0.493449
342,0.471542
343,0.454822
344,0.451993
345,0.436963
346,0.42702
347,0.42256
348,0.405979
349,0.407231
350,0.40892
351,0.396845
352,0.388528
353,0.384473
354,0.382305
355,0.38118
356,0.379416
357,0.385224
358,0.372529
359,0.385906
360,0.381214
361,0.386741
362,0.38176
363,0.396426
364,0.399137
365,0.401185
366,0.392881
367,0.408198
368,0.410251
369,0.404733
370,0.416736
371,0.422987
372,0.428275
373,0.430744
374,0.435517
375,0.445349
376,0.448073
377,0.431923
378,0.447794
379,0.451761
380,0.446984
381,0.45856
382,0.466431
383,0.456989
384,0.465408
385,0.460433
386,0.462302
387,0.47299
388,0.46299
389,0.467225
390,0.454794
391,0.471361
392,0.46322
393,0.456923
394,0.45766
395,0.444624
396,0.453369
397,0.441775
398,0.437653
399,0.43114
400,0.425192
401,0.425487
402,0.417094
403,0.412408
404,0.402266
405,0.397561
406,0.385512
407,0.390589
408,0.364129
409,0.369631
410,0.361727
411,0.34236
412,0.348595
413,0.333762
414,0.32471
415,0.31113
416,0.300895
417,0.291869
418,0.28572
419,0.281591
420,0.266676
421,0.252445
422,0.252032
423,0.243764
424,0.233853
425,0.225813
426,0.212548
427,0.201187
428,0.193494
429,0.181969
430,0.18346
431,0.174511
432,0.165601
433,0.146429
434,0.147994
435,0.152993
436,0.138058
437,0.137006
438,0.12271
439,0.130892
440,0.117888
441,0.114911
442,0.119943
443,0.11139
444,0.09814
445,0.092571
446,0.089909
447,0.090215
448,0.083682
449,0.078926
450,0.084814
451,0.074165
452,0.083093
453,0.069748
454,0.075519
455,0.066286
456,0.067077
457,0.056876
458,0.054376
459,0.05901
460,0.059955
461,0.053843
462,0.046001
463,0.044343
464,0.042814
465,0.040046
466,0.04813
467,0.052107
468,0.045698
469,0.033974
470,0.043273
471,0.042716
472,0.053045
473,0.035204
474,0.039839
475,0.049519
476,0.042961
477,0.043087
478,0.040518
479,0.041204
480,0.043047
481,0.035037
482,0.042951
483,0.031764
484,0.03979
485,0.038847
486,0.034789
487,0.037491
488,0.034414
489,0.032085
490,0.035437
491,0.031673
492,0.038494
493,0.031247
494,0.040207
495,0.030942
496,0.033871
497,0.03354
498,0.042971
499,0.038115
500,0.035468
