wavelength_nm,absorbance
200,0.010473
201,0.014689
202,0.023388
203,0.028511
204,0.034026
205,0.041982
206,0.045104
207,0.054385
208,0.059424
209,0.071075
210,0.082461
211,0.095319
212,0.111604
213,0.124981
214,0.137823
215,0.149757
216,0.171246
217,0.188272
218,0.207244
219,0.235514
220,0.239395
221,0.26181
222,0.282201
223,0.293653
224,0.320744
225,0.321536
226,0.338842
227,0.345763
228,0.359683
229,0.373363
230,0.38605
231,0.392064
232,0.404754
233,0.404932
234,0.410143
235,0.431494
236,0.42488
237,0.423836
238,0.428073
239,0.430339
240,0.442896
241,0.438502
242,0.442566
243,0.442338
244,0.446293
245,0.43716
246,0.433955
247,0.437557
248,0.435391
249,0.428886
250,0.4169
251,0.417427
252,0.402183
253,0.394581
254,0.38302
255,0.3846
256,0.370885
257,0.360224
258,0.352938
259,0.350484
260,0.317109
261,0.312281
262,0.303664
263,0.29391
264,0.285007
265,0.282169
266,0.271661
267,0.274889
268,0.269873
269,0.269715
270,0.26874
271,0.269389
272,0.265838
273,0.281361
274,0.275739
275,0.270326
276,0.281332
277,0.285405
278,0.303493
279,0.313065
280,0.322744
281,0.348033
282,0.354231
283,0.369879
284,0.377141
285,0.393502
286,0.416424
287,0.435583
288,0.444432
289,0.472972
290,0.494559
291,0.51453
292,0.533076
293,0.556459
294,0.580565
295,0.604347
296,0.629438
297,0.654266
298,0.669419
299,0.69047
300,0.716481
301,0.738224
302,0.75302
303,0.778606
304,0.797926
305,0.81679
306,0.835343
307,0.836542
308,0.854377
309,0.866177
310,0.875833
311,0.881555
312,0.884087
313,0.897209
314,0.896028
315,0.901805
316,0.896866
317,0.89305
318,0.895839
319,0.889616
320,0.884317
321,0.883426
322,0.862984
323,0.85193
324,0.830462
325,0.814694
326,0.813588
327,0.783967
328,0.765724
329,0.752542
330,0.73339
331,0.709923
332,0.693404
333,0.681553
334,0.651424
335,0.628852
336,0.621527
337,0.600323
338,0.576234
339,0.553533
340,0.540762
341,0.528036
342,0.518908
343,0.493196
344,0.484647
345,0.476168
346,0.449233
347,0.456566
348,0.436191
349,0.43607
350,0.428899
351,0.427591
352,0.420374
353,0.401985
354,0.407812
355,0.411233
356,0.409199
357,0.413249
358,0.416329
359,0.41771
360,0.416566
361,0.41198
362,0.423517
363,0.43297
364,0.430746
365,0.445503
366,0.453236
367,0.455856
368,0.44638
369,0.462575
370,0.485948
371,0.480708
372,0.480562
373,0.504208
374,0.504987
375,0.517447
376,0.519852
377,0.52716
378,0.532734
379,0.540154
380,0.553556
381,0.551741
382,0.543082
383,0.557376
384,0.564322
385,0.567474
386,0.561396
387,0.571228
388,0.57109
389,0.579978
390,0.562799
391,0.563253
392,0.562864
393,0.559872
394,0.555148
395,0.542259
396,0.550276
397,0.549887
398,0.540375
399,0.547153
400,0.531094
401,0.530896
402,0.518372
403,0.513532
404,0.50254
405,0.499501
406,0.483756
407,0.476619
408,0.466222
409,0.452827
410,0.446059
411,0.444866
412,0.421258
413,0.413834
414,0.407021
415,0.395195
416,0.378105
417,0.354473
418,0.357938
419,0.332537
420,0.340081
421,0.322125
422,0.315166
423,0.294322
424,0.28002
425,0.27849
426,0.266337
427,0.253538
428,0.246245
429,0.249965
430,0.230281
431,0.221849
432,0.211523
433,0.205776
434,0.1885
435,0.170507
436,0.171914
437,0.169179
438,0.152488
439,0.149284
440,0.13967
441,0.144229
442,0.133987
443,0.127388
444,0.121422
445,0.112516
446,0.108461
447,0.09639
448,0.086535
449,0.094032
450,0.090699
451,0.091249
452,0.089351
453,0.085814
454,0.069344
455,0.069542
456,0.070894
457,0.078678
458,0.070746
459,0.066525
460,0.056594
461,0.052
462,0.058655
463,0.047205
464,0.049981
465,0.049098
466,0.056444
467,0.045177
468,0.033311
469,0.047298
470,0.040132
471,0.043015
472,0.041515
473,0.039795
474,0.044552
475,0.032024
476,0.03666
477,0.042302
478,0.035195
479,0.029691
480,0.040994
481,0.043003
482,0.036741
483,0.026687
484,0.040141
485,0.02785
486,0.037792
487,0.031552
488,0.030071
489,0.033689
490,0.034978
491,0.032604
492,0.038928
493,0.033656
494,0.041009
495,0.037494
496,0.032564
497,0.0318
498,0.027911
499,0.037968
500,0.034805
