wavelength_nm,absorbance
200,0.019866
201,0.02113
202,0.025741
203,0.035633
204,0.027183
205,0.034359
206,0.054121
207,0.062411
208,0.074333
209,0.083551
210,0.103008
211,0.119514
212,0.133722
213,0.14765
214,0.157101
215,0.191216
216,0.213799
217,0.23162
218,0.244824
219,0.273383
220,0.294642
221,0.317777
222,0.324188
223,0.344949
224,0.365983
225,0.377151
226,0.384304
227,0.403477
228,0.414185
229,0.420084
230,0.42771
231,0.430997
232,0.444322
233,0.435982
234,0.440404
235,0.445621
236,0.451682
237,0.441
238,0.442877
239,0.439845
240,0.450596
241,0.444813
242,0.448152
243,0.452639
244,0.444809
245,0.447365
246,0.442221
247,0.443946
248,0.439054
249,0.428522
250,0.425739
251,0.425689
252,0.415572
253,0.399097
254,0.401431
255,0.384248
256,0.388085
257,0.377222
258,0.364577
259,0.355057
260,0.344598
261,0.340819
262,0.327787
263,0.323704
264,0.320492
265,0.307678
266,0.302704
267,0.296062
268,0.294009
269,0.288526
270,0.300867
271,0.306889
272,0.306686
273,0.294199
274,0.310044
275,0.318699
276,0.315507
277,0.325683
278,0.323513
279,0.344464
280,0.348298
281,0.366184
282,0.369814
283,0.393826
284,0.410561
285,0.41662
286,0.430799
287,0.442378
288,0.469292
289,0.485743
290,0.499467
291,0.528654
292,0.543625
293,0.560325
294,0.583041
295,0.611463
296,0.629389
297,0.645922
298,0.669743
299,0.680546
300,0.70591
301,0.725324
302,0.740409
303,0.762396
304,0.772826
305,0.794878
306,0.809544
307,0.805331
308,0.837949
309,0.827171
310,0.848492
311,0.864297
312,0.863485
313,0.862008
314,0.866516
315,0.878132
316,0.862538
317,0.875453
318,0.865391
319,0.85394
320,0.849704
321,0.838706
322,0.837937
323,0.825664
324,0.800474
325,0.793099
326,0.775757
327,0.770672
328,0.740641
329,0.738132
330,0.711989
331,0.688019
332,0.671915
333,0.652623
334,0.631584
335,0.619952
336,0.595022
337,0.572323
338,0.563958
339,0.53994
340,0.529041
341,0.512813
342,0.498388
343,0.499115
344,0.47654
345,0.465688
346,0.44473
347,0.440643
348,0.436345
349,0.422501
350,0.425694
351,0.409596
352,0.409778
353,0.40486
354,0.406219
355,0.400706
356,0.40202
357,0.402518
358,0.401155
359,0.409206
360,0.410591
361,0.412228
362,0.414387
363,0.424978
364,0.42467
365,0.429615
366,0.437338
367,0.451291
368,0.442173
369,0.45913
370,0.452171
371,0.469289
372,0.482615
373,0.483579
374,0.488301
375,0.490783
376,0.499716
377,0.503994
378,0.506716
379,0.514288
380,0.521449
381,0.520888
382,0.524553
383,0.525163
384,0.536883
385,0.540055
386,0.540338
387,0.545343
388,0.541677
389,0.543384
390,0.542536
391,0.539555
392,0.535765
393,0.547415
394,0.531245
395,0.52684
396,0.528478
397,0.523105
398,0.509765
399,0.516956
400,0.504788
401,0.493135
402,0.497704
403,0.487416
404,0.470024
405,0.477059
406,0.462784
407,0.450428
408,0.449181
409,0.432392
410,0.421607
411,0.408359
412,0.404351
413,0.393398
414,0.380515
415,0.365804
416,0.359699
417,0.347913
418,0.330755
419,0.31927
420,0.31877
421,0.292137
422,0.29566
423,0.281721
424,0.280342
425,0.261052
426,0.256802
427,0.241617
428,0.234521
429,0.228205
430,0.212945
431,0.211305
432,0.192552
433,0.19056
434,0.185509
435,0.176245
436,0.174903
437,0.154025
438,0.143817
439,0.138926
440,0.140708
441,0.133621
442,0.125637
443,0.113752
444,0.117815
445,0.102606
446,0.109679
447,0.113557
448,0.096594
449,0.0935
450,0.084132
451,0.073774
452,0.076341
453,0.070573
454,0.06569
455,0.078735
456,0.068715
457,0.066704
458,0.060857
459,0.059321
460,0.062976
461,0.056032
462,0.057075
463,0.051754
464,0.049477
465,0.042689
466,0.038495
467,0.045912
468,0.046387
469,0.038591
470,0.043935
471,0.043501
472,0.031573
473,0.037081
474,0.043061
475,0.042343
476,0.034026
477,0.040119
478,0.044005
479,0.042351
480,0.037583
481,0.035368
482,0.034254
483,0.039507
484,0.037898
485,0.039876
486,0.037192
487,0.040496
488,0.036723
489,0.040091
490,0.040441
491,0.031946
492,0.026852
493,0.043699
494,0.037216
495,0.027306
496,0.032371
497,0.039892
498,0.034658
499,0.033562
500,0.043277
